ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
6327,1006328,7.8,9.25,Society,7.25,5.5,9.75,7.2,N1
6328,1006329,6.2,8.5,Society,5.75,5,8.25,5,N1
6329,1006330,5.6,8,Society,7.25,4.5,7.75,4.2,N1
6330,1006331,8,8.75,Society,5.25,6.75,7.5,8.4,N1
6331,1006332,7.6,9.25,Society,5,3.75,7,8.8,N1
6333,1006334,6.6,6,Society,7.25,6.25,7.75,,
6334,1006335,7.2,9.25,Society,5.75,5.75,6.75,7.4,N1
6335,1006336,7.8,9,Nature,6.75,3.5,4.75,8,N1
6336,1006337,8,9.25,Society,8.25,7.75,9.25,9.2,N1
6337,1006338,6.6,8.5,Society,7.5,7.75,9.25,7,N1
6338,1006339,8.4,9,Society,4.5,5.5,8.75,9,N1
6339,1006340,7.6,8.5,Nature,8.5,6,7.5,9.2,N1
6340,1006341,8.6,9,Society,9,7.25,9.5,,
6341,1006342,6.6,8.75,Society,4.75,5.25,7.75,5.4,N1
6342,1006343,8.2,9,Society,8,6.25,9.25,9.4,N1
6343,1006344,5,8.25,Society,7.75,5.75,8.5,9.2,N1
6344,1006345,8.4,7,Nature,3.75,8.75,8,7.6,N1
6345,1006346,5,6.5,Society,6,5,8.25,4.8,N1
6346,1006347,6.8,7.75,Nature,4.5,7.25,5.25,4,N1
6347,1006348,6.4,8.5,Society,10,8.25,9.5,6.2,N1
6348,1006349,7.6,8,Nature,7.5,7.25,7,9.4,N1
6349,1006350,8,8.5,Society,6.5,6,8.25,9.2,N1
6350,1006351,7.8,8.5,Society,8.25,6,9.5,8.6,N1
6351,1006352,8.4,8,Nature,9,5,6,9.4,N1
6352,1006353,6.4,8,Society,7.75,7,8,,
6353,1006354,7.2,6.75,Society,7.5,6,9,9,N1
6354,1006355,3,6,Society,4.75,5.75,7,4.8,N1
6355,1006356,8.4,6.5,Nature,7.5,5.25,6,6.2,N1
6356,1006357,7.6,8.5,Society,6.25,5.5,7,8.8,N1
6357,1006358,5.4,6.5,Society,8,4.75,9,3.2,N1
6358,1006359,8.8,6.25,Nature,7.5,7.5,5,8.6,N1
6359,1006360,8.4,7,Nature,9,8.25,5.25,4,N1
6360,1006361,7.8,8.5,Society,8.5,6.75,9.25,8,N1
6361,1006362,4,5,Society,5,4.5,7.75,4.6,N1
6362,1006363,7.6,7,Society,8.5,7.75,9,,
6363,1006364,8,8.5,Society,4.75,6.25,6.25,9.2,N1
6364,1006365,8.6,8.5,Society,7.25,7.25,8.75,9.4,N1
6365,1006366,4.2,8,Society,8.75,6.75,8,6.8,N1
6366,1006367,8.6,8.25,Nature,6.75,7.5,6.5,8.8,N1
6367,1006368,8,8.5,Society,7.5,6.25,9.25,9,N1
6368,1006369,8,8,Nature,7.75,7,6.75,8.8,N1
6369,1006370,6.8,8,Society,6,5.5,8.5,7.2,N1
6370,1006371,9,8.25,Society,8.5,7.75,9,9.4,N1
6371,1006372,6.4,5.5,Society,5,6.25,7.25,,
6372,1006373,7.6,8.25,Nature,6.75,7.75,6.5,5.8,N1
6373,1006374,6.4,6.25,Society,7,5.5,9.25,8.6,N1
6374,1006375,7.8,6.75,Society,8.25,6.5,9,10,N1
6375,1006376,6.6,6.25,Society,4.5,6,7.75,4.4,N1
6376,1006377,7,8,Society,6.25,6.75,9,8,N1
6377,1006378,8.6,8.5,Society,7,7,9.25,,
6378,1006379,7.4,9,Society,6.75,6.75,9,8.4,N1
6379,1006380,7.8,9.25,Society,7,7.25,9.25,9.4,N1
6380,1006381,7,7.75,Nature,6.75,7,3.75,5.6,N1
6381,1006382,7.8,8,Nature,6.75,7.75,5.25,8,N1
6382,1006383,7.6,8,Society,6.75,7.25,8.5,9.2,N1
6383,1006384,7.6,8.75,Society,7.75,6.75,9,7.6,N1
6384,1006385,7.2,7.75,Society,5.25,6.5,8.25,8.2,N1
6385,1006386,6.8,7.5,Society,6,6.5,9.25,5,N1
6386,1006387,8.6,8.5,Society,5,6.25,9,9,N1
6387,1006388,6.6,7.75,Society,4.5,4.75,7.5,8.4,N1
6388,1006389,8,8.5,Society,7.75,5.75,9.25,8.4,N1
6389,1006390,6.4,7.25,Society,4,5.75,8,,
6390,1006391,7.8,8.5,Society,7.75,6.5,8,8.2,N1
6391,1006392,6.4,8.25,Society,7.75,7.5,8.25,7.8,N1
6392,1006393,7.8,6.5,Nature,6.5,4.25,3.75,8.8,N1
6393,1006394,6.4,7.5,Nature,6.25,7.5,4.5,5.4,N1
6394,1006395,8.6,9,Nature,8.5,6.25,6,8.8,N1
6396,1006397,6.4,7.75,Society,5.5,5.25,9.75,8.6,N1
6397,1006398,7.4,7.25,Nature,7.75,6.75,4.5,6.4,N1
6398,1006399,8.8,8.25,Society,7.25,8.25,9.25,9.4,N1
6399,1006400,7.6,8.25,Society,8.5,6.5,9.25,,
6400,1006401,7.8,7.5,Society,4.5,6.75,9,7.4,N6
6401,1006402,7.2,8.5,Society,4.5,5.25,8,6.8,N1
6402,1006403,8.4,8.5,Society,6.5,7,8.5,8.8,N1
6403,1006404,3.4,6.5,Society,4.75,5.25,7.25,3.2,N1
6404,1006405,7.4,7.25,Nature,9,6.25,6.25,8.2,N1
6405,1006406,3.6,6,Society,7,6,7.25,7.6,N1
6406,1006407,8.4,7,Nature,9.25,9.25,5.5,4.8,N1
6407,1006408,8.8,6.5,Nature,6.25,8.5,5.75,8.8,N1
6408,1006409,6.8,7.5,Society,8.25,6.75,9.5,5.4,N1
6410,1006411,8,8.75,Society,7,7,9,7.2,N1
6411,1006412,7,9,Society,6.75,7.5,8.5,7.8,N1
6412,1006413,8.2,6,Nature,7.75,9.5,8.75,9.2,N1
6413,1006414,5.6,5,Society,4.5,5.25,8,,
6414,1006415,7.6,8.25,Society,6.25,7.75,8.25,8.6,N1
6415,1006416,9,7,Nature,8.75,8.5,8.25,8.6,N1
6416,1006417,7.8,8,Society,8,7.25,9.75,9.4,N1
6417,1006418,8,7.25,Nature,7.25,6.25,7,9,N1
6418,1006419,6.4,7.5,Society,6.75,6,8.5,8.2,N1
6419,1006420,7.6,7.5,Nature,8.75,5.5,5.25,8.8,N1
6420,1006421,8,7.25,Society,6,7.5,9.25,9,N1
6421,1006422,9,8.25,Nature,8.5,7.25,8,9.6,N1
6422,1006423,5.2,5.5,Society,6.5,4.75,7,5.6,N1
6424,1006425,6,8,Society,5.25,6,7.75,9,N1
6425,1006426,8,6.5,Nature,8.25,6,6.25,8.8,N1
6426,1006427,7.4,8,Society,7.75,5.75,8.25,,
6427,1006428,7.4,7.5,Society,6,5.25,9.25,9,N1
6428,1006429,8,8.5,Society,6.5,5.75,9.5,8.4,N1
6429,1006430,7,8,Nature,5.25,8,6.5,8.6,N1
6430,1006431,9,9,Nature,8.5,6.5,7,9.4,N1
6431,1006432,6.8,8.25,Society,6.75,5.5,9,9,N1
6432,1006433,7,9,Society,7.5,6.25,9,,
6433,1006434,7.8,9,Society,7.75,7,9,8.6,N1
6434,1006435,8.8,5.75,Nature,3.5,8.75,4.25,9,N1
6435,1006436,7.2,8.5,Society,6,7,8.75,8,N1
6436,1006437,7.4,8.25,Nature,7.75,7,6.25,5,N1
6437,1006438,6.8,9,Society,7.75,6.5,9.25,6.6,N1
6438,1006439,7,7.75,Society,5.75,6.75,8.25,6.2,N1
6439,1006440,7.8,8.5,Society,5.75,6,4.75,8.8,N1
6440,1006441,3.2,6,Society,5.75,5,7.25,3.4,N1
6441,1006442,8.2,9,Society,4.5,5.5,7.5,9.2,N1
6442,1006443,6.6,8.75,Society,9,7.25,9.75,5.4,N1
6443,1006444,7.4,9,Society,6.5,7.25,9.5,8.8,N1
6444,1006445,8,8.5,Society,7,5,8.75,9.2,N1
6445,1006446,6.8,8.25,Society,7.75,6,8.25,6.4,N1
6446,1006447,7.8,6.5,Nature,5,8,6.5,,
6447,1006448,8.2,8.5,Nature,8.25,8.25,7.25,,
6448,1006449,7.2,4,Nature,5.5,4.25,5.75,,
6449,1006450,8,7,Nature,6,5.5,7.25,,
6450,1006451,7.8,8,Society,9,7.5,9.75,,
6451,1006452,6,7,Nature,5.25,3.25,5.75,,
6452,1006453,7.2,7.25,Society,6,5.25,9,,
6453,1006454,8,5.75,Nature,6.75,6.75,6.75,,
6454,1006455,6.4,6.5,Society,6,5.25,7.75,,
6455,1006456,5.2,5.5,Nature,5,4,6.5,,
6456,1006457,6.2,5.75,Society,5.75,6,7.75,,
6457,1006458,7.2,5,Nature,5.5,5.5,7,,
6458,1006459,8,6.5,Nature,6,6,3.75,5.8,N1
6459,1006460,8.4,7.5,Nature,8.25,6,7,9,N1
6460,1006461,5.8,8,Society,7.5,6.25,9.25,,
6461,1006462,6.2,8,Nature,3.75,4,3.5,6.4,N1
6462,1006463,6,9.25,Society,9.25,8,8.5,,
6463,1006464,7.2,7.25,Nature,5.75,6.75,7,8.8,N1
6464,1006465,7.4,7.5,Nature,7.75,7.25,5.25,8.6,N1
6465,1006466,6.6,7.75,Nature,4,7.5,7.5,4.8,N1
6466,1006467,6.8,8,Nature,6.5,6,6.75,4.4,N1
6467,1006468,7.6,8.5,Nature,6,7.5,5.75,6.4,N1
6468,1006469,8.2,8,Nature,8.25,8.75,7.25,8,N1
6469,1006470,6.8,8.25,Society,8.5,7,9,,
6470,1006471,8.2,8.5,Nature,7.75,7.25,6.25,5.4,N1
6471,1006472,8,8.5,Nature,7.75,7.25,6.75,9.4,N1
6472,1006473,8.6,8,Nature,8.5,8.75,5.5,7,N1
6473,1006474,7.4,8,Society,8.5,7,9.5,,
6474,1006475,8,7,Nature,5.25,7,4.5,7.4,N1
6475,1006476,7.4,7.5,Nature,7.75,7,6.25,8.2,N1
6476,1006477,8.2,8.5,Nature,7.75,6.5,6,8.8,N4
6477,1006478,7.2,8.5,Nature,8.25,6.5,7.5,9.2,N1
6478,1006479,7.8,7.25,Nature,6.5,7.25,6,9.6,N1
6479,1006480,7.6,7.5,Nature,5.75,5.25,4.5,5.4,N1
6480,1006481,8.6,6.75,Nature,8,6,6.25,8.4,N1
6481,1006482,8.2,7,Nature,8.25,6.25,5.75,8.8,N1
6482,1006483,7.6,7.25,Nature,4.75,2.75,5,7.2,N1
6483,1006484,7.4,7,Nature,8.25,8,5.75,6.6,N1
6484,1006485,6.4,7,Nature,3,3.5,6.25,6.8,N1
6485,1006486,8.8,7.25,Nature,8.5,6.75,6.25,,
6486,1006487,5.2,6.5,Nature,4.75,3,3.75,5.8,N1
6487,1006488,8.2,7.75,Nature,7.75,6.25,5.5,8.8,N1
6488,1006489,3,5,Society,5,6.75,9.5,,
6489,1006490,7.4,7.75,Nature,7.75,4.25,6.25,8,N1
6490,1006491,7.2,6,Nature,6.5,3.5,4,9,N1
6491,1006492,8,8,Nature,7.25,6.25,5.5,8.2,N1
6492,1006493,7.6,8,Nature,8.25,6.25,5.5,9.4,N1
6493,1006494,6.6,6.5,Society,5.25,6.25,7.75,,
6494,1006495,8.4,7,Nature,6.75,5.75,6,9,N1
6495,1006496,7.8,8.75,Society,8.25,8,9.75,8.2,N1
6496,1006497,7.6,8.5,Society,4.25,5.5,8.75,5.4,N1
6497,1006498,8.2,7.75,Nature,8.25,4.5,3.5,7.6,N1
6498,1006499,6.2,7,Society,5,6.5,8.75,8.6,N1
6499,1006500,8,6.5,Nature,6.75,7.75,5.5,8.2,N1
6500,1006501,6.6,7.5,Society,7.75,5.25,8.75,6,N1
6501,1006502,7.8,8.75,Society,7.75,7.25,9.25,8.4,N1
6502,1006503,7.6,6,Society,4.5,5.5,7.25,4,N1
6503,1006504,3.8,6.75,Society,4,5.5,9,6.6,N1
6504,1006505,8.2,8.75,Nature,6.75,6.5,7.5,9.4,N1
6505,1006506,6.4,7.5,Society,7.5,7,9.25,7.2,N1
6506,1006507,8.2,6.75,Nature,7.5,7,8.5,9.2,N1
6508,1006509,6.2,7.5,Society,8.5,4,7.25,8.8,N1
6509,1006510,5.4,5.5,Society,4,4.25,6.75,4.2,N1
6510,1006511,7.4,8,Society,7.75,6.75,9.5,8.6,N1
6511,1006512,6.2,8.5,Society,4,6.25,8.25,4.8,N1
6512,1006513,7.4,7.75,Nature,7.5,6,5.75,7.6,N1
6513,1006514,7,8.5,Nature,5.25,7.75,4.25,6.8,N1
6514,1006515,7.2,7,Society,6.75,6.25,9.5,8.4,N1
6515,1006516,7.2,8,Society,4.75,5.75,8.75,6.6,N1
6516,1006517,8,7.25,Society,6.75,4.75,8.5,9,N1
6517,1006518,8.2,8.5,Society,8,6.25,9,9,N1
6518,1006519,8.2,8.75,Society,5.5,7,9.75,8.2,N1
6519,1006520,8.8,8,Nature,6.25,8.5,6,9,N1
6520,1006521,4.2,7,Society,3.75,4.75,6.25,3.4,N1
6521,1006522,5.4,8,Society,7.5,7.25,9.5,6.4,N1
6522,1006523,8.4,8,Society,9,7.5,9,7.2,N1
6523,1006524,7.4,8,Society,6.25,6.25,8.75,8.2,N1
6524,1006525,6.4,5.25,Society,4.25,4.75,8.75,3.6,N1
6525,1006526,8.2,7,Nature,9.25,5.25,4.5,9.4,N1
6526,1006527,7.6,7.25,Society,5.25,5.25,9.25,7.6,N1
6527,1006528,8.2,8.75,Society,9.25,7,9.75,8.4,N1
6528,1006529,6.2,8.5,Society,7.25,6,9.25,8.4,N1
6529,1006530,4.8,7,Society,5.75,3.75,8.75,4,N1
6530,1006531,8.2,8.5,Nature,8.25,4.5,6.5,8.6,N1
6531,1006532,7.6,7.5,Society,6.75,5.75,8.25,7.6,N1
6532,1006533,7.2,7.75,Nature,6,7,8,7,N1
6533,1006534,8.4,8,Nature,8.75,9,6.75,8.2,N1
6534,1006535,8.6,7.75,Nature,8.25,6.25,6.25,9.6,N1
6535,1006536,8.2,9,Society,5.5,5,9,7.6,N1
6536,1006537,7.2,8.25,Society,6.25,7.5,8.25,8.4,N1
6537,1006538,7.2,9,Society,6.25,7.25,8.75,8.8,N1
6538,1006539,6.6,7.75,Society,5.25,7,9.25,5,N1
6539,1006540,7.2,8.75,Society,9.5,8.25,8.75,5,N1
6540,1006541,5.8,6,Society,5.75,5.75,9.5,6,N1
6541,1006542,5.2,6.75,Society,4.25,4.25,7.5,3.4,N1
6542,1006543,7.6,8.75,Society,5.25,5.5,9,8.8,N1
6543,1006544,8,8.5,Nature,7.25,8.25,6.25,8.8,N1
6544,1006545,5.6,8.25,Society,8,7.5,8.5,8.8,N1
6545,1006546,8,6.5,Nature,5.25,6.5,4.5,5.4,N1
6546,1006547,6.4,7,Society,4.75,5.25,7.5,8.6,N1
6548,1006549,6.6,6.75,Society,5.75,5.25,8.75,6.6,N1
6549,1006550,8.4,6.75,Nature,8.25,8.25,7,6,N1
6550,1006551,8.2,8,Nature,8.5,8,6.25,7.8,N1
6551,1006552,8.6,8.25,Nature,8.5,6.25,7.75,8.4,N1
6552,1006553,7.2,7,Nature,6.75,3,7,5.8,N1
6553,1006554,5.2,6,Society,4,5.25,7.75,7.4,N1
6554,1006555,6,6.5,Society,5.5,5.75,8.5,4.4,N1
6555,1006556,7,5.75,Nature,6,6.75,5.25,6,N1
6556,1006557,7.2,7,Nature,6,6.25,5.25,7.6,N1
6557,1006558,7.2,7.5,Society,7,7,9.75,6.2,N1
6558,1006559,7.2,7.25,Society,8,6.75,8.75,7.4,N1
6559,1006560,8.6,7.25,Nature,8.5,4.5,7,9.4,N1
6560,1006561,6.4,7.25,Society,5.5,5.75,8.25,7.8,N1
6561,1006562,8,7,Nature,7.25,4.5,5.75,8.8,N1
6562,1006563,4.2,9,Society,9,7.25,10,9.2,N1
6563,1006564,5.6,9,Society,6.25,6.25,7.5,6.4,N1
6565,1006566,4.8,5.25,Society,3.75,5.75,6.75,6.4,N1
6566,1006567,6.6,6.5,Society,6.25,6.25,8.5,8.6,N1
6567,1006568,7.4,8.25,Society,5.5,6,7.5,7.4,N1
6568,1006569,6,8,Society,6,5.5,6.75,4.2,N1
6569,1006570,8.8,8.25,Society,7.25,6.25,8.5,9.2,N1
6570,1006571,8,8.5,Society,7.25,7.5,9,9.4,N1
6571,1006572,5.4,7.75,Society,5.75,6.25,8.5,3.2,N1
6572,1006573,4.8,9,Society,8.75,6.75,7.25,7.6,N1
6573,1006574,6.6,8.5,Society,6,7.25,9,6.6,N1
6574,1006575,6,7.75,Society,5.25,5.25,7,3.6,N1
6575,1006576,8.4,9,Society,5.25,7,9,8.8,N1
6576,1006577,6.2,6,Society,8.25,6.25,9.5,7,N1
6577,1006578,7,7.75,Society,5.75,5.75,9,8.8,N1
6578,1006579,6.2,8.5,Society,2.75,5,7.25,7.6,N1
6579,1006580,6,7,Society,6.25,4.75,8,5.6,N1
6580,1006581,8.4,8.75,Society,7.5,7.75,9.5,8.6,N1
6581,1006582,6.6,8.75,Society,5.25,6.5,8.25,5.4,N1
6582,1006583,8.4,7.5,Society,7.5,7.25,9.25,9.6,N1
6583,1006584,5.2,8.75,Society,7.5,6,7.25,6.8,N1
6584,1006585,8.2,9,Society,4.5,4.75,8.5,7.2,N1
6585,1006586,8.2,8.75,Society,6,5.75,8,8.4,N1
6586,1006587,7.8,8.25,Society,6.5,8.75,10,7.8,N1
6587,1006588,7.6,7.75,Society,5,4.75,7.75,8.6,N1
6588,1006589,8.8,8,Society,7.25,6.25,9.25,9.4,N1
6589,1006590,6.6,8,Society,4,5.5,7.25,9.4,N1
6590,1006591,8.6,9.25,Society,5.75,6,9.25,9.2,N1
6591,1006592,8,8.75,Society,6,5,7,8.6,N1
6592,1006593,6.8,8.25,Society,4.5,4,8,6.2,N1
6593,1006594,8.8,9.25,Society,5.5,5.75,8,7.8,N1
6594,1006595,6,7.5,Society,3.5,4.5,7.5,7.8,N1
6595,1006596,6.4,6.75,Society,3.5,6,7.25,7,N1
6596,1006597,8,8.75,Society,6.5,6.5,10,7.6,N1
6597,1006598,8.6,9,Society,8,7,8.75,9.8,N1
6598,1006599,8.2,7.5,Society,9.25,9,9.75,7,N1
6599,1006600,4.4,7.75,Society,3.25,4.25,6.75,3.2,N1
6600,1006601,8,9,Society,6.75,6.5,9.5,8.2,N1
6601,1006602,6.8,8.5,Society,5.75,6.25,8,6.2,N1
6602,1006603,7.8,9.25,Society,6.25,6.5,8.5,8.2,N1
6603,1006604,4.8,4.5,Society,4.75,4.75,5.5,4.6,N1
6604,1006605,7.2,8.25,Society,7,6.25,9.25,5.4,N1
6605,1006606,7,7.5,Society,7.25,6.75,9.25,7,N1
6606,1006607,7.8,8.25,Society,6.25,5,7.75,7.2,N1
6607,1006608,8.2,9.25,Society,6,6.25,7.75,8.2,N1
6608,1006609,7,8,Society,5.5,5.75,8.25,6.6,N1
6609,1006610,5.8,4.75,Society,5,6.25,7.5,3.4,N1
6610,1006611,8.2,7.75,Society,6.5,6.25,8.75,8,N1
6611,1006612,7.2,9,Society,6,6.5,9.25,9.6,N1
6612,1006613,4,8.25,Society,7,6.5,9.75,8.8,N1
6614,1006615,7.4,8,Society,6.5,5.5,7.5,7,N1
6615,1006616,6.8,7,Society,7.5,7.75,9.5,8.4,N1
6616,1006617,7.6,9,Society,8.5,7,9,7.2,N1
6617,1006618,6.6,7,Society,5.5,4.75,8,5,N1
6618,1006619,7,7.5,Society,3.25,4.75,7.75,5.6,N1
6619,1006620,6.4,8.5,Society,7.5,5.25,9,8.8,N1
6620,1006621,8.2,7.25,Society,6.75,6,8.5,8.2,N1
6621,1006622,7.2,8.25,Society,5.75,6.75,8.75,8.2,N1
6622,1006623,7.2,8.5,Society,6.25,5,8.5,9.2,N1
6623,1006624,7.8,8,Society,6.5,5.5,8.5,7.6,N1
6624,1006625,8,8.75,Society,6.25,7.25,8.5,8.2,N1
6625,1006626,6.4,9,Society,5.75,6.25,7.25,8.2,N1
6626,1006627,8.2,8.75,Society,7.25,6.75,9.75,8.4,N1
6627,1006628,8.8,9,Society,6.5,7,9.25,9.2,N1
6628,1006629,6.6,8,Society,6.5,6.75,8,7.6,N1
6629,1006630,4.6,5.5,Society,2.25,2.75,4,3.2,N1
6630,1006631,8.2,9.5,Society,7,6.75,9.25,9.4,N1
6631,1006632,7.6,8,Society,5.75,6,8,8.2,N1
6632,1006633,6.6,8.25,Society,7.75,6.5,8.5,8.2,N1
6634,1006635,7.4,8,Society,5,6,9,7.4,N1
6635,1006636,7.6,8,Society,5.75,5.5,7.75,5.6,N1
6636,1006637,7.2,8.5,Society,4.75,4.75,8.25,9,N1
6637,1006638,6.6,8.5,Society,7.25,6.75,9,5,N1
6638,1006639,4.2,6.25,Society,3.25,5.75,5.5,4.4,N1
6639,1006640,7,7.75,Society,4,5.5,8.25,7.2,N1
6640,1006641,6,6.5,Society,4.5,6.25,7.25,3,N1
6641,1006642,8,4.75,Nature,8.25,5,4.5,,
6642,1006643,8.8,7,Nature,7.75,6.5,8.25,,
6643,1006644,8.4,6.5,Nature,7.25,6.5,7.5,,
6644,1006645,9,6,Nature,8.5,6.25,7,,
6645,1006646,8.2,6.25,Nature,8,6.25,6.75,,
6646,1006647,7.2,7,Nature,5.75,7.25,7.5,,
6647,1006648,7.8,6.25,Nature,6,5.5,6.75,,
6648,1006649,7.2,8,Nature,7.25,7.25,7.75,,
6649,1006650,8.2,7.75,Nature,7.25,9.25,8.5,8.4,N1
6650,1006651,8.2,8.25,Society,5.25,8,9.25,9,N1
6651,1006652,7.2,9.25,Society,9.25,8.25,10,8.4,N1
6652,1006653,8.4,8.75,Society,6.25,6.25,8.5,9,N1
6653,1006654,7.6,8,Society,7,6.75,9.5,9,N1
6654,1006655,8.4,9,Society,8,7,9.75,8,N1
6655,1006656,6.8,8,Society,4.5,5.75,8.25,5.6,N1
6656,1006657,8.2,9.25,Society,6.25,6,9,8,N1
6657,1006658,7.8,8.75,Society,7.5,5.25,9.5,7.6,N1
6658,1006659,7.2,9.25,Society,5,6.5,8,8,N1
6659,1006660,7.8,7,Nature,6,6.5,6.5,9.6,N1
6660,1006661,5.8,7.75,Society,4.25,6.5,8.25,4,N1
6661,1006662,7,9.25,Society,5.5,6,8.25,8.2,N1
6662,1006663,7.8,9,Society,6.75,5.25,8.25,9.2,N1
6663,1006664,4.2,7,Society,4.5,4.5,6.5,3,N1
6664,1006665,8.2,6.5,Society,4.25,4.75,7.5,7.2,N1
6665,1006666,7,9,Society,7,6.75,8.5,7,N1
6666,1006667,5.8,7,Society,4.25,4,7,5.4,N1
6667,1006668,6.4,7.75,Society,4.75,6.25,8.75,5.4,N1
6668,1006669,8.4,6.5,Nature,9,6.25,6.5,9.6,N1
6669,1006670,3.4,6.25,Society,3.5,3.75,5.75,3.2,N1
6670,1006671,8,7.5,Society,7.5,6,9.75,7.6,N1
6671,1006672,8.4,8.25,Nature,7,7.5,6.75,8.4,N1
6672,1006673,5.8,7.75,Society,6.75,6.25,7.75,7.6,N1
6673,1006674,7.8,8,Society,7.75,6,9.5,7.4,N1
6674,1006675,7.4,8.5,Society,4.75,6.25,8,8.2,N1
6675,1006676,6.4,8,Society,5.75,5.25,8.75,5.4,N1
6676,1006677,4.6,7.75,Society,6.5,6,8.25,3.4,N1
6677,1006678,7.6,6,Society,6.25,6,8.75,7.8,N1
6678,1006679,4.8,7.75,Society,7,4.75,7.5,6,N1
6679,1006680,7.6,7,Nature,8,8.5,6.75,8.4,N1
6680,1006681,7.8,9,Society,5,6,7.75,7.6,N1
6681,1006682,6,8.75,Nature,4.5,5.5,5.75,5,N1
6682,1006683,7.8,8.5,Society,6.75,6.5,9.75,8.4,N1
6683,1006684,7,8.5,Society,7,6,8,8.4,N1
6684,1006685,8.4,8,Society,6,6.25,9.5,7.6,N1
6685,1006686,7.8,6,Nature,5,3.25,5.25,7.6,N1
6686,1006687,7.2,7,Society,6.5,6.75,9.25,5.4,N1
6687,1006688,7.2,6.25,Society,6.5,5.75,8.75,5.6,N1
6688,1006689,5.4,7.25,Society,6.5,6.75,8.25,5.4,N1
6689,1006690,7.8,6,Society,8.75,6.5,9,7.6,N1
6690,1006691,7,5,Nature,7.75,6,3.25,7.2,N1
6691,1006692,7.8,6.5,Nature,7.5,8,6,6.2,N1
6692,1006693,3.6,6.5,Society,5,5.25,6,4.4,N1
6693,1006694,6.8,9,Society,5.25,4.75,9.5,8.4,N1
6694,1006695,8.4,7.25,Society,3.75,3.5,6.5,8,N1
6695,1006696,8.2,7.25,Nature,7.75,6.25,7.25,9.2,N1
6697,1006698,6.2,6.5,Society,8.75,7.5,7.75,8.4,N1
6698,1006699,8.2,7.75,Nature,6.5,7.25,6.75,9.4,N1
6699,1006700,8.2,7.75,Nature,3.25,8,6.75,8.8,N1
6700,1006701,6,7.25,Society,4.5,6.75,8.5,4.8,N1
6702,1006703,6.6,8,Nature,6.25,4,6.75,7.8,N1
6703,1006704,8.6,7.5,Nature,8.75,8.75,7.5,9.2,N1
6704,1006705,7.6,7.5,Society,5.25,5.75,8.25,7.4,N1
6705,1006706,6.8,6.75,Society,7.75,6.25,9,4.6,N1
6706,1006707,7.4,7.5,Society,7,7,8.75,5,N1
6707,1006708,8.4,8.5,Nature,9.25,4.75,7.5,8.8,N1
6708,1006709,6.8,7.75,Society,7,6.25,8.25,6.6,N1
6709,1006710,7.6,8.25,Society,6,6.75,7.75,7.6,N1
6710,1006711,6,6.5,Society,8.5,4.75,8.25,6.6,N1
6711,1006712,7.8,8,Society,9.25,9,9.5,8.6,N1
6712,1006713,7.4,8,Society,5.75,7.25,9,8.2,N1
6713,1006714,8,7.5,Society,8.25,8,9.75,7,N1
6715,1006716,9,6,Nature,9.5,7.25,6.25,4.2,N1
6716,1006717,4.4,6.5,Society,7,6,8.25,6.8,N1
6717,1006718,7.4,7.5,Society,4.75,5.25,7.25,3,N1
6718,1006719,8,8.25,Society,5.25,5.75,9.75,6.6,N1
6719,1006720,8.2,7.25,Society,7.75,8,9.25,9.8,N1
6720,1006721,7.6,6.5,Nature,7.75,4,6.25,6.8,N1
6721,1006722,,,Society,,,,,
6722,1006723,6.4,6.5,Society,7.5,6,9.25,4,N1
6723,1006724,6,6.75,Society,4,4.25,6.25,7,N1
6724,1006725,7.8,9,Nature,6.75,5.75,6,5.8,N1
6725,1006726,7,7.75,Society,5.25,6,7,9,N1
6726,1006727,7.6,7.75,Nature,8.25,7,5.25,6.2,N1
6727,1006728,8.6,8.5,Nature,8.75,8,7.25,9.2,N1
6728,1006729,6.8,6.25,Nature,6.25,5.25,6.5,8,N1
6729,1006730,8.8,7,Nature,8,4.25,5.75,9,N1
6731,1006732,7.6,7.5,Society,5.5,5.75,8,7.6,N1
6732,1006733,8,6.5,Nature,6.5,7,5.25,3.8,N1
6733,1006734,8.6,5.75,Nature,4.5,8.25,8.25,6.4,N1
6734,1006735,6.8,7.75,Society,4.5,4.5,7.25,4.2,N1
6735,1006736,7.6,7.5,Society,6.75,5.5,7.5,8.4,N1
6737,1006738,8,6,Society,7.5,5.5,8.25,7.8,N1
6739,1006740,7.2,7,Society,7,6.25,8.75,8.6,N1
6740,1006741,8,7.5,Society,7.75,7,8,8.6,N1
6741,1006742,,,Society,,,,,
6742,1006743,7.4,8,Society,5.5,6,8.25,8.4,N1
6743,1006744,7.6,7.75,Society,8.5,7,9,6.4,N1
6744,1006745,6,7.5,Society,4,6,9.25,7.2,N1
6745,1006746,8,8.75,Society,7.5,6.25,9.25,9.6,N1
6746,1006747,7.4,9,Society,7.75,6.5,8,8.4,N1
6747,1006748,5,6,Society,5.25,5.25,9.5,6.4,N1
6749,1006750,6.8,8.25,Society,7.75,6.75,9,7.8,N1
6750,1006751,5.8,5,Society,5.5,4.75,8.5,5.6,N1
6751,1006752,7.6,7,Society,5,5.5,7.25,8.6,N1
6752,1006753,7.8,7.5,Society,4.75,5.75,9,8,N1
6753,1006754,6.4,7,Society,5.5,5.75,8.75,3,N1
